date,tone,calm,tone_Z10,tone_Z1,DJI,DJI_volume_k,DJI_forward_return,GSPC,GSPC_volume_k,GSPC_forward_return
2008-08-26,-0.006741,-0.005740,0.931546,0.919450,11412.870117,119800,0.007854,1271.51001,3587570,0.007983
2008-08-27,-0.009991,-0.006071,0.503733,0.192185,11502.509766,120580,0.018489,1281.660034,3499610,0.014840
2008-08-28,-0.015928,-0.004935,-0.154247,-1.053660,11715.179688,149150,-0.014615,1300.680054,3854280,-0.013724
2008-08-29,-0.005845,-0.004796,0.949889,1.086287,11543.959961,166910,-0.002342,1282.829956,3288120,-0.004093
2008-08-30,-0.021228,-0.006115,-0.772640,-0.800691,NA,NA,NA,NA,NA,NA
2008-08-31,-0.017381,-0.005275,-0.364437,0.270614,NA,NA,NA,NA,NA,NA
2008-09-01,-0.015801,-0.007131,-0.188987,1.145520,NA,NA,NA,NA,NA,NA
2008-09-02,-0.017631,-0.006032,-0.381811,-0.085462,11516.919922,177090,0.001386,1277.579956,4783560,-0.002035
2008-09-03,-0.019045,-0.006337,-0.557381,0.180501,11532.879883,174250,-0.029884,1274.97998,5056980,-0.029922
2008-09-04,-0.021526,-0.006531,-0.861524,-0.682580,11188.230469,229200,0.002925,1236.829956,5212500,0.004431
2008-09-05,-0.000627,-0.004485,1.327268,1.146880,11220.959961,198300,0.025825,1242.310059,5017080,0.020510
2008-09-06,-0.024553,-0.006191,-1.215589,-0.229610,NA,NA,NA,NA,NA,NA
2008-09-07,-0.036036,-0.007732,-2.431007,-0.935335,NA,NA,NA,NA,NA,NA
2008-09-08,-0.008062,-0.004815,0.471151,0.484521,11510.740234,273000,-0.024326,1267.790039,7351340,-0.034138
2008-09-09,-0.004966,-0.005105,0.768499,-0.224724,11230.730469,257300,0.003400,1224.51001,7380630,0.006149
2008-09-10,0.001373,-0.004956,1.424179,1.120838,11268.919922,214260,0.014623,1232.040039,6543440,0.013806
2008-09-11,-0.007081,-0.005340,0.568094,-0.834818,11433.709961,247820,-0.001025,1249.050049,6869250,0.002122
2008-09-12,-0.004639,-0.004181,0.805913,0.834092,11421.990234,238890,-0.044167,1251.699951,6273260,-0.047136
2008-09-13,-0.013117,-0.005607,-0.064796,0.067587,NA,NA,NA,NA,NA,NA
2008-09-14,-0.023513,-0.006937,-1.170346,-1.000611,NA,NA,NA,NA,NA,NA
2008-09-15,-0.002760,-0.004932,0.909041,0.844105,10917.509766,432970,0.012962,1192.699951,8279510,0.017523
2008-09-16,-0.008978,-0.006906,0.400864,-1.097075,11059.019531,494760,-0.040633,1213.599976,9459830,-0.047141
2008-09-17,-0.004742,-0.005959,0.801636,1.087506,10609.660156,463200,0.038647,1156.390015,9431870,0.043342
2008-09-18,-0.007530,-0.005979,0.537590,-1.041985,11019.69043,488060,0.033463,1206.51001,10082690,0.040257
2008-09-19,-0.002619,-0.005113,1.099445,0.818008,11388.44043,655110,-0.032731,1255.079956,9387170,-0.038237
2008-09-20,-0.020832,-0.006809,-0.758930,-0.353090,NA,NA,NA,NA,NA,NA
2008-09-21,-0.026024,-0.005589,-1.321406,-0.965068,NA,NA,NA,NA,NA,NA
2008-09-22,-0.014485,-0.006472,0.096294,0.411218,11015.69043,213210,-0.014663,1207.089966,5368130,-0.015633
2008-09-23,-0.012123,-0.005530,0.347191,-0.257773,10854.169922,204480,-0.002672,1188.219971,5185730,-0.001978
2008-09-24,-0.006653,-0.004889,0.922072,1.053421,10825.169922,183630,0.018188,1185.869995,4820360,0.019657
2008-09-25,-0.015950,-0.006580,0.027560,0.213242,11022.05957,218530,0.010984,1209.180054,5877640,0.003382
2008-09-26,-0.034217,-0.006810,-1.755527,-1.020305,11143.129883,232560,-0.069790,1213.27002,5383610,-0.088068
2008-09-27,-0.024508,-0.006783,-0.689710,0.675046,NA,NA,NA,NA,NA,NA
2008-09-28,-0.025579,-0.005951,-0.792708,-0.808835,NA,NA,NA,NA,NA,NA
2008-09-29,-0.021448,-0.006783,-0.381947,-0.332609,10365.450195,385940,0.046810,1106.420044,7305060,0.054175
2008-09-30,-0.008327,-0.005152,0.915249,0.630231,10850.660156,319770,-0.001805,1166.359985,4937680,-0.004544
2008-10-01,-0.009118,-0.005603,0.843866,0.553737,10831.070313,256670,-0.032150,1161.060059,5782130,-0.040291
2008-10-02,-0.037898,-0.006442,-2.029966,-1.154304,10482.849609,395330,-0.015022,1114.280029,6285640,-0.013507
2008-10-03,-0.008233,-0.005082,0.883794,0.995941,10325.379883,299690,-0.035822,1099.22998,6716120,-0.038518
2008-10-04,-0.022886,-0.006198,-0.570185,-0.403865,NA,NA,NA,NA,NA,NA
2008-10-05,-0.026031,-0.005279,-0.781739,-0.725382,NA,NA,NA,NA,NA,NA
2008-10-06,-0.007103,-0.005152,1.012951,1.146304,9955.5,391460,-0.051066,1056.890015,7956020,-0.057395
2008-10-07,-0.028881,-0.006587,-1.229812,-1.154685,9447.110352,362520,-0.020007,996.22998,7069210,-0.011333
2008-10-08,-0.007232,-0.005440,0.803179,0.657097,9258.099609,479270,-0.073331,984.940002,8716330,-0.076167
2008-10-09,-0.009188,-0.006089,0.611124,-0.839111,8579.19043,436740,-0.014920,909.919983,6819000,-0.011759
2008-10-10,-0.002531,-0.004619,1.141625,0.863950,8451.19043,674920,0.110803,899.219971,11456230,0.115800
2008-10-11,-0.023154,-0.006120,-0.829602,-0.614861,NA,NA,NA,NA,NA,NA
2008-10-12,-0.022270,-0.006270,-0.756574,-0.521222,NA,NA,NA,NA,NA,NA
2008-10-13,-0.008869,-0.005319,0.341881,0.333882,9387.610352,399290,-0.008162,1003.349976,7263370,-0.005322
2008-10-14,-0.004674,-0.004658,0.747305,0.745625,9310.990234,412740,-0.078733,998.01001,8161990,-0.090350
2008-10-15,-0.026922,-0.005988,-1.523622,-1.065328,8577.910156,374350,0.046789,907.840027,6542330,0.042507
2008-10-16,-0.013327,-0.005992,-0.150151,0.066057,8979.259766,422450,-0.014148,946.429993,7984500,-0.006213
2008-10-17,-0.002187,-0.005796,1.005654,1.055035,8852.219727,360600,0.046679,940.549988,6581780,0.047685
2008-10-18,-0.008774,-0.005004,0.198147,0.273131,NA,NA,NA,NA,NA,NA
2008-10-19,-0.024967,-0.006680,-1.576038,-1.109478,NA,NA,NA,NA,NA,NA
2008-10-20,-0.002304,-0.004102,0.876276,0.557398,9265.429688,241400,-0.025014,985.400024,5175640,-0.030800
2008-10-21,-0.001779,-0.004462,0.983996,0.727949,9033.660156,231160,-0.056948,955.049988,5121830,-0.061012
2008-10-22,-0.004887,-0.005176,0.633907,-1.112003,8519.209961,348840,0.020194,896.780029,6147980,0.012634
2008-10-23,-0.000581,-0.003767,1.106062,1.153462,8691.25,340740,-0.035933,908.109985,7189900,-0.034511
2008-10-24,-0.005124,-0.004833,0.650063,0.350024,8378.950195,335680,-0.024249,876.77002,6550050,-0.031764
2008-10-25,-0.020816,-0.006606,-0.570659,-0.420598,NA,NA,NA,NA,NA,NA
2008-10-26,-0.023834,-0.006606,-0.898094,-0.741575,NA,NA,NA,NA,NA,NA
2008-10-27,-0.007440,-0.004274,0.361083,0.289974,8175.77002,281180,0.108779,848.919983,5558050,0.107890
2008-10-28,-0.001212,-0.004958,0.840472,1.117509,9065.120117,372160,-0.008181,940.51001,7096950,-0.011079
2008-10-29,-0.009642,-0.005144,0.201585,-1.137600,8990.959961,316230,0.021102,930.090027,7077800,0.025804
2008-10-30,-0.002751,-0.004888,0.703271,1.148958,9180.69043,267210,0.015720,954.090027,6175830,0.015365
2008-10-31,-0.008889,-0.005314,0.204975,0.131620,9325.009766,310950,-0.000555,968.75,6394350,-0.002529
2008-11-01,-0.018070,-0.005783,-0.529893,-0.023211,NA,NA,NA,NA,NA,NA
2008-11-02,-0.026634,-0.006360,-1.216694,-1.128633,NA,NA,NA,NA,NA,NA
2008-11-03,-0.019971,-0.008013,-0.688604,0.758726,9319.830078,180970,0.032774,966.299988,4492280,0.040826
2008-11-04,-0.052777,-0.010103,-3.274672,-1.115698,9625.280273,254930,-0.050493,1005.75,5531290,-0.052677
2008-11-05,-0.008028,-0.005000,0.222396,0.468659,9139.269531,264640,-0.048525,952.77002,5426640,-0.050264
2008-11-06,-0.002190,-0.005014,0.672100,0.377263,8695.790039,344350,0.028522,904.880005,6102230,0.028855
2008-11-07,-0.000725,-0.005068,0.761689,0.675193,8943.80957,246300,-0.008192,930.98999,4931640,-0.012653
2008-11-08,-0.013984,-0.004950,-0.303006,-0.841081,NA,NA,NA,NA,NA,NA
2008-11-09,-0.010058,-0.004426,-0.027735,-0.254490,NA,NA,NA,NA,NA,NA
2008-11-10,-0.001083,-0.003999,0.655598,0.627436,8870.540039,221230,-0.019906,919.210022,4572000,-0.022041
2008-11-11,-0.001595,-0.003794,0.586472,-1.139421,8693.959961,257270,-0.047309,898.950012,4998340,-0.051894
2008-11-12,-0.000975,-0.004213,0.622137,0.852302,8282.660156,314660,0.066716,852.299988,5764180,0.069213
2008-11-13,-0.001167,-0.004167,0.586457,0.293924,8835.25,476600,-0.038249,911.289978,7849120,-0.041699
2008-11-14,-0.001679,-0.003997,0.476437,0.543128,8497.30957,304370,-0.026329,873.289978,5881030,-0.025810
2008-11-15,-0.014517,-0.004309,-1.605315,-0.511923,NA,NA,NA,NA,NA,NA
2008-11-16,-0.015508,-0.003963,-1.817429,-0.640941,NA,NA,NA,NA,NA,NA
2008-11-17,-0.001797,-0.004419,0.400556,0.671931,8273.580078,278220,0.018271,850.75,4927490,0.009838
2008-11-18,-0.003263,-0.004588,0.227367,-0.836103,8424.75,366390,-0.050740,859.119995,6679470,-0.061156
2008-11-19,0.001784,-0.004096,1.033603,0.475002,7997.279785,350470,-0.055643,806.580017,6548600,-0.067123
2008-11-20,0.002402,-0.003916,1.100352,0.694726,7552.290039,528130,0.065428,752.440002,9093740,0.063248
2008-11-21,-0.002275,-0.003398,0.391498,0.255789,8046.419922,569010,0.049335,800.030029,9495900,0.064723
2008-11-22,-0.013022,-0.003573,-1.171439,-0.523180,NA,NA,NA,NA,NA,NA
2008-11-23,-0.013706,-0.003890,-1.270223,-0.623349,NA,NA,NA,NA,NA,NA
2008-11-24,-0.000673,-0.004103,0.539508,0.425840,8443.389648,491890,0.004273,851.809998,7879440,0.006551
2008-11-25,0.001744,-0.004260,0.864350,0.929706,8479.469727,374020,0.029146,857.390015,6952700,0.035328
2008-11-26,0.000769,-0.003735,0.729849,0.058260,8726.610352,283920,0.011738,887.679993,5793260,0.009643
2008-11-27,-0.000392,-0.001903,0.566452,0.467333,NA,NA,NA,NA,NA,NA
2008-11-28,-0.009181,-0.004062,-0.682126,-0.128214,8829.040039,155510,-0.077013,896.23999,2740860,-0.089295
2008-11-29,-0.015120,-0.004242,-1.523584,-0.281329,NA,NA,NA,NA,NA,NA
2008-11-30,-0.017457,-0.004607,-1.839925,-0.688373,NA,NA,NA,NA,NA,NA
2008-12-01,0.001223,-0.003568,0.746851,0.650163,8149.089844,321010,0.033133,816.210022,6052010,0.039941
2008-12-02,-0.000320,-0.004175,0.493406,-1.119796,8419.089844,307520,0.020501,848.809998,6170100,0.025836
2008-12-03,0.001748,-0.003686,0.772760,0.073678,8591.69043,294680,-0.025077,870.73999,6221880,-0.029308
2008-12-04,0.003403,-0.003620,1.008232,0.937943,8376.240234,280880,0.030942,845.219971,5860390,0.036499
2008-12-05,-0.000597,-0.004078,0.399154,0.340964,8635.419922,346370,0.034597,876.070007,6165370,0.038387
2008-12-06,-0.013812,-0.004957,-1.466300,-0.588638,NA,NA,NA,NA,NA,NA
2008-12-07,-0.013640,-0.004198,-1.442000,-0.565516,NA,NA,NA,NA,NA,NA
2008-12-08,-0.001119,-0.003894,0.265976,0.295831,8934.179688,358970,-0.027182,909.700012,6553600,-0.023118
2008-12-09,0.003523,-0.003209,0.844191,0.697287,8691.330078,284950,0.008064,888.669983,5693110,0.011894
2008-12-10,0.002896,-0.003507,0.761582,0.454371,8761.419922,232830,-0.022408,899.23999,5942130,-0.028524
2008-12-11,-0.001324,-0.004187,0.115323,-1.145957,8565.089844,290540,0.007541,873.590027,5513840,0.007028
2008-12-12,0.002333,-0.003572,0.657601,0.837891,8629.679688,271030,-0.007549,879.72998,5959590,-0.012686
2008-12-13,-0.010173,-0.004590,-1.289892,-0.632126,NA,NA,NA,NA,NA,NA
2008-12-14,-0.009393,-0.003267,-1.164755,-0.524144,NA,NA,NA,NA,NA,NA
2008-12-15,0.003089,-0.002570,0.857424,0.547943,8564.530273,229940,0.041988,868.570007,4982390,0.051360
2008-12-16,0.003516,-0.003002,0.960493,0.901473,8924.139648,337190,-0.011183,913.179993,6009780,-0.009593
2008-12-17,0.002354,-0.003212,0.790543,-1.152407,8824.339844,239260,-0.024857,904.419983,5907380,-0.021163
2008-12-18,0.003604,-0.002770,1.002066,0.974259,8604.990234,274080,-0.003008,885.280029,5675000,0.002937
2008-12-19,0.000902,-0.002833,0.514563,0.364307,8579.110352,550150,-0.006926,887.880005,6705310,-0.018302
2008-12-20,-0.009139,-0.004173,-1.094075,-0.340540,NA,NA,NA,NA,NA,NA
2008-12-21,-0.012185,-0.003109,-1.395860,-0.741207,NA,NA,NA,NA,NA,NA
2008-12-22,0.004397,-0.002252,0.718325,0.753552,8519.69043,211090,-0.011761,871.630005,4869850,-0.009717
2008-12-23,0.001124,-0.003320,0.325297,-0.394000,8419.490234,174640,0.005819,863.159973,4051970,0.005781
2008-12-24,0.000378,-0.001199,0.175749,0.525513,8468.480469,66930,0.005558,868.150024,1546550,0.005356
2008-12-25,-0.011879,0.000879,-1.403228,-0.921250,NA,NA,NA,NA,NA,NA
2008-12-26,-0.007068,-0.005132,-0.759322,0.954720,8515.549805,86760,-0.003713,872.799988,1880050,-0.003873
2008-12-27,-0.009166,-0.003356,-0.954094,-0.797862,NA,NA,NA,NA,NA,NA
2008-12-28,-0.008648,-0.002422,-0.838064,-0.539381,NA,NA,NA,NA,NA,NA
2008-12-29,0.003023,-0.003727,0.524482,0.252306,8483.929688,153730,0.021742,869.419983,3323430,0.024407
2008-12-30,0.008170,-0.002706,1.077540,-0.207889,8668.389648,162560,0.012459,890.640015,3627800,0.014158
2008-12-31,0.018097,-0.001725,2.033490,0.707107,8776.389648,226760,0.029431,903.25,4172940,0.031608
